group,t,q,qd,tau_ext_true,r,tau_f_true
C,7.57,0.68449175,-0.019958166,-0.14902275,-0.31138606,-0.21748728
C,7.58,0.68369288,-0.15375352,-0.16861379,-0.33623282,-0.15769371
C,7.59,0.68128503,-0.32736519,-0.18753938,-0.33761588,-0.1566907
C,7.6,0.67712791,-0.50157754,-0.20572484,-0.34770072,-0.16003595
C,7.61,0.67126059,-0.66863515,-0.2230984,-0.36314812,-0.16337286
C,7.62,0.66377595,-0.82468541,-0.23959149,-0.38098247,-0.16649372
C,7.63,0.65479539,-0.9677376,-0.25513902,-0.39906601,-0.16935475
C,7.64,0.64445343,-1.0970625,-0.26967963,-0.41697206,-0.17194125
C,7.65,0.63288739,-1.2127535,-0.28315595,-0.43404261,-0.17425507
C,7.66,0.62023096,-1.3153974,-0.29551477,-0.45003121,-0.17630795
C,7.67,0.60661049,-1.4058348,-0.30670734,-0.46487867,-0.1781167
C,7.68,0.59214337,-1.4849954,-0.31668947,-0.47830968,-0.17969991
C,7.69,0.57693773,-1.5537906,-0.32542177,-0.49036286,-0.18107581
C,7.7,0.56109293,-1.6130503,-0.33286978,-0.50098961,-0.18226101
C,7.71,0.54470062,-1.6634911,-0.33900411,-0.51018705,-0.18326982
C,7.72,0.52784588,-1.7057072,-0.34380054,-0.5177788,-0.18411414
C,7.73,0.51060846,-1.7401757,-0.34724015,-0.52376076,-0.18480351
C,7.74,0.49306386,-1.7672703,-0.34930935,-0.52842153,-0.18534541
C,7.75,0.47528431,-1.7872796,-0.35,-0.53145261,-0.18574559
C,7.76,0.45733948,-1.8004269,-0.34930935,-0.5329638,-0.18600854
C,7.77,0.43929707,-1.8068894,-0.34724015,-0.53286376,-0.18613779
C,7.78,0.42122316,-1.8068151,-0.34380054,-0.53151672,-0.1861363
C,7.79,0.40318244,-1.8003383,-0.33900411,-0.52839965,-0.18600677
C,7.8,0.38523826,-1.7875916,-0.33286978,-0.52378356,-0.18575183
C,7.81,0.36745262,-1.7687153,-0.32542177,-0.51795611,-0.18537431
C,7.82,0.34988605,-1.7438653,-0.31668947,-0.51049076,-0.18487731
C,7.83,0.33259742,-1.7132175,-0.30670734,-0.5015546,-0.18426435
C,7.84,0.31564371,-1.6769717,-0.29551477,-0.49134207,-0.18353943
C,7.85,0.29907979,-1.6353532,-0.28315595,-0.47990872,-0.18270706
C,7.86,0.28295814,-1.5886131,-0.26967963,-0.46696364,-0.18177226
C,7.87,0.2673286,-1.5370289,-0.25513902,-0.45311313,-0.18074058
C,7.88,0.25223809,-1.4809026,-0.23959149,-0.43776749,-0.17961805
C,7.89,0.23773043,-1.4205601,-0.2230984,-0.42146878,-0.1784112
C,7.9,0.22384602,-1.3563487,-0.20572484,-0.404197,-0.17712697
C,7.91,0.21062172,-1.2886355,-0.18753938,-0.38586694,-0.17577271
C,7.92,0.19809063,-1.2178051,-0.16861379,-0.36674677,-0.1743561
C,7.93,0.1862819,-1.1442571,-0.14902275,-0.34663362,-0.17288514
C,7.94,0.17522064,-1.0684041,-0.12884359,-0.32601058,-0.17136808
C,7.95,0.16492777,-0.99066913,-0.10815595,-0.30461143,-0.16981338
C,7.96,0.15541994,-0.91148322,-0.087041461,-0.28251005,-0.16822967
C,7.97,0.14670946,-0.83128323,-0.06558346,-0.26002173,-0.16662567
C,7.98,0.13880424,-0.75050944,-0.043866632,-0.23734511,-0.16501022
C,7.99,0.1317078,-0.66960322,-0.021976682,-0.21420693,-0.16339222
